Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
geared,geared,0.33,Verb,6,4,1,gear,,,7.61,1.00,,7.60,7.56,
gearing,gearing,0.47,Verb,7,5,2,gear,,,7.61,1.00,,7.60,7.56,
gears,gears,1.51,Noun,5,4,1,gear,,,7.61,1.00,,7.60,7.56,
gearshift,gearshift,0.22,Noun,9,7,3,gearshift,10.89,1.00,10.89,1.00,,,,
gecko,gecko,0.37,Noun,5,4,2,gecko,10.32,1.00,10.32,1.00,,,,
geckos,geckos,0.10,Noun,6,5,2,gecko,,,10.32,1.00,,,,
geek,geek,6.92,Noun,4,3,1,geek,8.40,1.00,8.40,1.00,,,,
geekier,geekier,0.04,Adjective,7,6,3,geeky,,,10.79,1.00,,,,
geeks,geeks,2.27,Noun,5,4,1,geek,,,8.40,1.00,,,,
geeky,geeky,0.47,Adjective,5,4,2,geeky,10.79,1.00,10.79,1.00,,,,
geese,geese,1.59,Noun,5,3,1,goose,,,5.15,1.00,5.33,,4.52,
geezer,geezer,1.35,Noun,6,5,2,geezer,9.59,0.94,9.59,0.94,,,,10.41
geezers,geezers,0.25,Noun,7,6,2,geezer,,,9.59,0.94,,,,10.41
geisha,geisha,2.86,Noun,6,4,2,geisha,14.24,0.94,14.24,0.94,,,,
geishas,geishas,0.18,Noun,7,5,2,geisha,,,14.24,0.94,,,,
gel,gel,1.63,Noun,3,3,1,gel,7.21,1.00,7.21,1.00,,,,
gelatin,gelatine,0.49,Noun,7,7,3,gelatin,7.55,0.95,7.55,0.95,,,,
gelatinous,gelatinous,0.18,Adjective,10,9,4,gelatinous,12.58,0.95,12.58,0.95,,,,
geld,geld,0.04,Verb,4,4,1,geld,13.15,0.68,13.15,0.68,,,,
gelding,gelding,0.41,Noun,7,6,2,gelding,12.60,0.79,12.60,0.79,,,,
geldings,geldings,0.04,Noun,8,7,2,gelding,,,12.60,0.79,,,,
gelignite,gelignite,0.10,Noun,9,8,3,gelignite,12.50,0.30,12.50,0.30,,,,
gelling,gelling,0.08,Verb,7,5,2,gel,,,7.21,1.00,,,,
gels,gels,0.02,Noun,4,4,1,gel,,,7.21,1.00,,,,
gem,gem,2.47,Noun,3,3,1,gem,7.68,1.00,7.68,1.00,,,6.87,
gems,gems,0.86,Noun,4,4,1,gem,,,7.68,1.00,,,6.87,
gemstone,gemstone,0.06,Noun,8,7,2,gemstone,7.94,1.00,7.94,1.00,,,,
gemstones,gemstones,0.24,Noun,9,8,2,gemstone,,,7.94,1.00,,,,
gen,gen,4.04,Noun,3,6,3,gen,13.18,0.55,13.18,0.55,,,,
gendarme,gendarme,0.35,Noun,8,7,2,gendarme,16.67,0.17,16.67,0.17,,,,
gendarmes,gendarmes,0.24,Noun,9,8,2,gendarme,,,16.67,0.17,,,,
gender,gender,2.80,Noun,6,5,2,gender,7.00,1.00,7.00,1.00,,9.11,,7.72
genders,genders,0.16,Noun,7,6,2,gender,,,7.00,1.00,,9.11,,7.72
gene,gene,14.57,Name,4,3,1,gene,11.75,1.00,11.75,1.00,,12.43,10.82,
genealogical,genealogical,0.06,Adjective,12,11,5,genealogical,13.89,1.00,13.89,1.00,,,,
genealogies,genealogies,0.02,Noun,11,10,5,genealogy,,,12.89,1.00,12.98,,,
genealogist,genealogist,0.08,Noun,11,10,4,genealogist,13.32,0.95,13.32,0.95,,,,
genealogy,genealogy,0.41,Noun,9,9,5,genealogy,12.89,1.00,12.89,1.00,12.98,,,
genera,genera,0.04,Noun,6,5,3,genus,,,12.33,0.75,,,,
general,general,115.39,Noun,7,6,3,general,8.05,1.00,8.05,1.00,8.33,,,
generalissimo,generalissimo,0.33,Noun,13,12,6,generalissimo,13.67,0.32,13.67,0.32,,,,
generalissimos,generalissimos,0.02,Noun,14,12,6,generalissimo,,,13.67,0.32,,,,
generalities,generalities,0.22,Noun,12,10,5,generality,,,11.74,0.95,,,,
generality,generality,0.08,Noun,10,9,5,generality,11.74,0.95,11.74,0.95,,,,
generalization,generalisation,0.18,Noun,14,12,6,generalization,11.95,0.90,11.95,0.90,,,,
generalizations,generalisations,0.04,Noun,15,13,6,generalization,,,11.95,0.90,,,,
generalize,generalise,0.08,Verb,10,8,4,generalize,10.26,1.00,10.26,1.00,,,,
generalized,generalised,0.08,Adjective,11,9,4,generalized,10.44,1.00,10.44,1.00,,,,
generalizing,generalising,0.04,Verb,12,10,5,generalize,,,10.26,1.00,,,,
generals,generals,4.04,Noun,8,7,3,general,,,8.05,1.00,8.33,,,
generate,generate,2.43,Verb,8,6,3,generate,10.78,0.95,10.78,0.95,,,,
generated,generated,1.31,Verb,9,8,4,generate,,,10.78,0.95,,,,
generates,generates,0.51,Verb,9,7,3,generate,,,10.78,0.95,,,,
generation,generation,12.14,Noun,10,8,4,generation,9.52,1.00,9.52,1.00,,9.66,,
generational,generational,0.08,Adjective,12,10,5,generational,12.68,1.00,12.68,1.00,,,,
generations,generations,5.98,Noun,11,9,4,generation,,,9.52,1.00,,9.66,,
generative,generative,0.02,Adjective,10,8,4,generative,13.69,0.80,13.69,0.80,,,,
generator,generator,5.69,Noun,9,7,4,generator,11.11,1.00,11.11,1.00,,,,
generators,generators,1.69,Noun,10,8,4,generator,,,11.11,1.00,,,,
generic,generic,1.53,Adjective,7,7,3,generic,11.00,1.00,11.00,1.00,,,,
generics,generics,0.02,Noun,8,8,3,generic,,,11.00,1.00,,,,
generosity,generosity,3.35,Noun,10,9,5,generosity,9.06,1.00,9.06,1.00,8.60,,,
generous,generous,16.71,Adjective,8,6,3,generous,7.22,1.00,7.22,1.00,7.80,,,
genes,genes,2.88,Noun,5,4,1,gene,,,11.75,1.00,,12.43,10.82,
genetic,genetic,7.55,Adjective,7,7,3,genetic,10.68,0.95,10.68,0.95,,,,
geneticist,geneticist,0.37,Noun,10,10,4,geneticist,13.76,0.89,13.76,0.89,,,,
geneticists,geneticists,0.10,Noun,11,11,4,geneticist,,,13.76,0.89,,,,
genetics,genetics,1.76,Noun,8,8,3,genetics,11.84,1.00,11.84,1.00,,,,
genial,genial,0.20,Adjective,6,6,2,genial,12.53,0.85,12.53,0.85,,,,
geniality,geniality,0.02,Noun,9,9,5,geniality,13.54,0.68,13.54,0.68,,,,
genie,genie,3.49,Noun,5,4,2,genie,6.67,0.95,6.67,0.95,,,,6.89
genies,genies,0.27,Noun,6,5,2,genie,,,6.67,0.95,,,,6.89
genii,genii,0.02,Noun,5,4,2,genius,,,7.21,1.00,,9.49,,7.49
genital,genital,0.53,Adjective,7,7,3,genital,9.82,0.94,9.82,0.94,,,,
genitalia,genitalia,0.73,Noun,9,9,4,genitalia,11.84,1.00,11.84,1.00,,,,
genitals,genitals,1.24,Noun,8,8,3,genital,,,9.82,0.94,,,,
genitive,genitive,#N/A,#N/A,8,7,3,genitive,14.43,0.39,14.43,0.39,,,,
genius,genius,34.76,Noun,6,6,2,genius,7.21,1.00,7.21,1.00,,9.49,,7.49
geniuses,geniuses,2.18,Noun,8,8,3,genius,,,7.21,1.00,,9.49,,7.49
genocidal,genocidal,0.18,Adjective,9,9,4,genocidal,14.81,0.89,14.81,0.89,,,,
genocide,genocide,1.22,Noun,8,7,3,genocide,13.20,0.95,13.20,0.95,,,,
genocides,genocides,0.02,Noun,9,8,3,genocide,,,13.20,0.95,,,,
genome,genome,0.51,Noun,6,5,2,genome,15.00,0.94,15.00,0.94,,,,13.51
genomes,genomes,0.04,Noun,7,6,2,genome,,,15.00,0.94,,,,13.51
genomic,genomic,0.02,Adjective,7,7,3,genomic,13.31,0.68,13.31,0.68,,,,
genre,genre,1.06,Noun,5,5,2,genre,12.75,1.00,12.75,1.00,,,,10.41
genres,genres,0.12,Noun,6,6,2,genre,,,12.75,1.00,,,,10.41
gens,gens,0.02,Noun,4,4,1,gen,,,13.18,0.55,,,,
gent,gent,1.61,Noun,4,4,1,gent,11.80,0.83,11.80,0.83,,,10.97,
genteel,genteel,0.55,Adjective,7,6,2,genteel,12.00,0.84,12.00,0.84,10.99,,,12.43
gentile,gentile,0.51,Noun,7,6,2,gentile,12.00,1.00,12.00,1.00,,,,9.40
gentiles,gentiles,0.18,Noun,8,7,2,gentile,,,12.00,1.00,,,,9.40
gentility,gentility,0.12,Noun,9,9,4,gentility,13.29,0.94,13.29,0.94,,,,
gentle,gentle,16.55,Adjective,6,6,2,gentle,4.89,1.00,4.89,1.00,6.34,,,6.13
gentlefolk,gentlefolk,0.04,Noun,10,9,3,gentlefolk,11.67,0.95,11.67,0.95,,,,
gentleman,gentleman,41.86,Noun,9,9,3,gentleman,6.89,1.00,6.89,1.00,,6.98,,
gentlemanlike,gentlemanlike,0.06,Adjective,13,12,4,gentlemanlike,10.55,1.00,10.55,1.00,,,,
gentlemanliness,gentlemanliness,0.02,Noun,15,14,5,gentlemanliness,9.81,0.89,9.81,0.89,,,,
gentlemanly,gentlemanly,0.41,Adjective,11,11,4,gentlemanly,7.78,1.00,7.78,1.00,,,,
gentlemen,gentlemen,154.39,Noun,9,9,3,gentleman,,,6.89,1.00,,6.98,,
gentleness,gentleness,0.35,Noun,10,9,3,gentleness,7.00,1.00,7.00,1.00,,,,
gentler,gentler,0.49,Adjective,7,6,2,gentle,,,4.89,1.00,6.34,,,6.13
gentles,gentles,0.24,Noun,7,7,2,gentle,,,4.89,1.00,6.34,,,6.13
gentlest,gentlest,0.18,Adjective,8,9,3,gentle,,,4.89,1.00,6.34,,,6.13
gentlewoman,gentlewoman,0.16,Noun,11,11,4,gentlewoman,10.00,1.00,10.00,1.00,,,,
gentlewomen,gentlewomen,0.06,Noun,11,11,4,gentlewoman,,,10.00,1.00,,,,
gentrification,gentrification,0.06,Noun,14,13,5,gentrification,15.00,0.64,15.00,0.64,,,,
gentry,gentry,1.33,Noun,6,6,2,gentry,14.11,1.00,14.11,1.00,,10.92,,12.53
gents,gents,2.94,Noun,5,5,1,gents,9.42,1.00,9.42,1.00,,,,
genuflect,genuflect,0.10,Verb,9,9,3,genuflect,12.43,0.39,12.43,0.39,,,,
genuflected,genuflected,0.02,Verb,11,11,4,genuflect,,,12.43,0.39,,,,
genuflects,genuflects,0.02,Verb,10,10,3,genuflect,,,12.43,0.39,,,,
genuine,genuine,8.20,Adjective,7,8,3,genuine,9.06,1.00,9.06,1.00,,,,
genus,genus,0.29,Noun,5,5,2,genus,12.33,0.75,12.33,0.75,,,,
geode,geode,0.06,Noun,5,4,2,geode,11.60,0.79,11.60,0.79,,,,
geodes,geodes,0.02,Noun,6,5,2,geode,,,11.60,0.79,,,,
geodesic,geodesic,0.06,Adjective,8,8,4,geodesic,13.33,0.47,13.33,0.47,,,,
geodetic,geodetic,0.04,Adjective,8,8,4,geodetic,17.86,0.33,17.86,0.33,,,,
geographer,geographer,0.10,Noun,10,8,4,geographer,9.67,1.00,9.67,1.00,,,,
geographers,geographers,0.04,Noun,11,9,4,geographer,,,9.67,1.00,,,,
geographic,geographic,1.31,Adjective,10,9,4,geographic,8.89,1.00,8.89,1.00,,,,
geographical,geographical,0.61,Adjective,12,11,5,geographical,10.72,0.95,10.72,0.95,,,,
geographies,geographies,0.04,Noun,11,9,4,geography,,,8.15,1.00,,8.92,,
geography,geography,2.29,Noun,9,8,4,geography,8.15,1.00,8.15,1.00,,8.92,,
geologic,geologic,0.06,Adjective,8,8,4,geologic,11.72,1.00,11.72,1.00,,,,
geological,geological,0.82,Adjective,10,10,5,geological,10.67,1.00,10.67,1.00,,,,
geologist,geologist,1.00,Noun,9,9,4,geologist,10.47,1.00,10.47,1.00,,,,
geologists,geologists,0.39,Noun,10,10,4,geologist,,,10.47,1.00,,,,
geology,geology,0.92,Noun,7,7,4,geology,10.00,1.00,10.00,1.00,11.86,,,
geomagnetic,geomagnetic,0.04,Adjective,11,11,5,geomagnetic,16.00,0.89,16.00,0.89,,,,
geomancy,geomancy,0.04,Noun,8,8,4,geomancy,13.00,0.53,13.00,0.53,,,,
geometric,geometric,0.45,Adjective,9,9,4,geometric,10.33,1.00,10.33,1.00,,,,
geometrical,geometrical,0.12,Adjective,11,11,5,geometrical,9.74,1.00,9.74,1.00,,,,
geometry,geometry,1.84,Noun,8,8,4,geometry,11.22,1.00,11.22,1.00,,,,
geophone,geophone,0.02,Noun,8,6,3,geophone,13.00,0.50,13.00,0.50,,,,
geophones,geophones,0.04,Noun,9,7,3,geophone,,,13.00,0.50,,,,
geophysical,geophysical,0.06,Adjective,11,10,5,geophysical,12.31,0.89,12.31,0.89,,,,
geophysics,geophysics,0.02,Noun,10,9,4,geophysics,15.12,0.94,15.12,0.94,,,,
geopolitical,geopolitical,0.16,Adjective,12,12,6,geopolitical,16.82,0.85,16.82,0.85,,,,
geopolitics,geopolitics,0.08,Noun,11,11,5,geopolitics,14.81,0.84,14.81,0.84,,,,
geostationary,geostationary,0.02,Adjective,13,13,7,geostationary,14.42,0.60,14.42,0.60,,,,
geosynchronous,geosynchronous,0.16,Adjective,14,12,5,geosynchronous,17.25,0.38,17.25,0.38,,,,
geothermal,geothermal,0.16,Adjective,10,8,4,geothermal,14.12,0.89,14.12,0.89,,,,
geranium,geranium,0.16,Noun,8,7,4,geranium,11.41,0.89,11.41,0.89,,,,
geraniums,geraniums,0.24,Noun,9,8,4,geranium,,,11.41,0.89,,,,
gerbil,gerbil,0.75,Noun,6,6,2,gerbil,7.06,0.89,7.06,0.89,9.93,,,7.26
gerbils,gerbils,0.29,Noun,7,7,2,gerbil,,,7.06,0.89,9.93,,,7.26
geriatric,geriatric,0.53,Adjective,9,9,4,geriatric,12.81,0.80,12.81,0.80,,,,
geriatrics,geriatrics,0.18,Noun,10,10,4,geriatrics,14.83,1.00,14.83,1.00,,,,
geriatrist,geriatrist,0.02,Noun,10,10,4,geriatrist,14.62,0.72,14.62,0.72,,,,
germ,germ,1.25,Noun,4,3,1,germ,5.95,1.00,5.95,1.00,,6.45,6.87,
germane,germane,0.16,Adjective,7,5,2,germane,13.00,0.43,13.00,0.43,,,,
germanium,germanium,0.08,Noun,9,8,4,germanium,12.77,0.68,12.77,0.68,,,,
germfree,germfree,0.10,Adjective,8,6,2,germfree,9.05,0.95,9.05,0.95,,,,
germicidal,germicidal,0.02,Adjective,10,10,4,germicidal,15.36,0.74,15.36,0.74,,,,
germinate,germinate,0.02,Verb,9,7,3,germinate,12.80,1.00,12.80,1.00,,,,
germinated,germinated,0.04,Verb,10,9,4,germinate,,,12.80,1.00,,,,
germinates,germinates,0.02,Verb,10,8,3,germinate,,,12.80,1.00,,,,
germination,germination,0.02,Noun,11,9,4,germination,11.53,0.94,11.53,0.94,,,,
germinator,germinator,0.04,Noun,10,8,4,germinator,12.39,0.90,12.39,0.90,,,,
germs,germs,3.02,Noun,5,4,1,germs,5.29,1.00,5.29,1.00,,,,
germy,germy,0.06,Adjective,5,4,2,germy,6.74,1.00,6.74,1.00,,,,
gerund,gerund,#N/A,#N/A,6,6,2,gerund,13.29,0.35,13.29,0.35,,,,
gerunds,gerunds,0.02,Noun,7,7,2,gerund,,,13.29,0.35,,,,
gestalt,gestalt,0.16,Noun,7,7,2,gestalt,16.09,0.61,16.09,0.61,,,,
gestate,gestate,0.06,Verb,7,6,2,gestate,12.94,0.84,12.94,0.84,,,,
gestated,gestated,0.02,Verb,8,8,3,gestate,,,12.94,0.84,,,,
gestates,gestates,0.02,Verb,8,7,2,gestate,,,12.94,0.84,,,,
gestating,gestating,0.08,Verb,9,8,3,gestate,,,12.94,0.84,,,,
gestation,gestation,0.27,Noun,9,8,3,gestation,14.12,0.94,14.12,0.94,,,,
gestational,gestational,0.06,Adjective,11,11,5,gestational,14.40,1.00,14.40,1.00,,,,
gesticulate,gesticulate,0.14,Verb,11,11,4,gesticulate,13.73,0.61,13.73,0.61,,,,
gesture,gesture,7.43,Noun,7,5,2,gesture,11.74,1.00,11.74,1.00,,9.75,,9.31
gestured,gestured,0.06,Verb,8,6,2,gesture,,,11.74,1.00,,9.75,,9.31
gestures,gestures,1.88,Noun,8,6,2,gesture,,,11.74,1.00,,9.75,,9.31
get,get,4583.76,Verb,3,3,1,get,3.17,1.00,3.17,1.00,4.80,,3.95,
getaway,getaway,3.84,Noun,7,6,3,getaway,9.50,1.00,9.50,1.00,,,,
getaways,getaways,0.14,Noun,8,7,3,getaway,,,9.50,1.00,,,,
gets,gets,222.82,Verb,4,4,1,get,,,3.17,1.00,4.80,,3.95,
getter,getter,0.04,Noun,6,4,2,getter,9.40,0.75,9.40,0.75,,,,
getting,getting,484.69,Verb,7,5,2,get,,,3.17,1.00,4.80,,3.95,
getup,getup,0.84,Noun,5,5,2,getup,6.72,0.95,6.72,0.95,,,,
getups,getups,0.04,Noun,6,6,2,getup,,,6.72,0.95,,,,
geyser,geyser,0.22,Noun,6,4,2,geyser,10.11,1.00,10.11,1.00,,,,
geysers,geysers,0.06,Noun,7,5,2,geyser,,,10.11,1.00,,,,
ghastlier,ghastlier,0.02,Adjective,9,7,3,ghastly,,,10.33,1.00,,,,
ghastliest,ghastliest,0.02,Adjective,10,9,3,ghastly,,,10.33,1.00,,,,
ghastly,ghastly,2.08,Adjective,7,6,2,ghastly,10.33,1.00,10.33,1.00,,,,
ghat,ghat,0.06,Noun,4,3,1,ghat,15.00,0.19,15.00,0.19,,,,
ghee,ghee,0.10,Noun,4,2,1,ghee,16.50,0.30,16.50,0.30,,,,
gherkin,gherkin,0.08,Noun,7,5,2,gherkin,12.00,0.74,12.00,0.74,,,,
gherkins,gherkins,0.10,Noun,8,6,2,gherkin,,,12.00,0.74,,,,
ghetto,ghetto,5.53,Noun,6,4,2,ghetto,10.15,1.00,10.15,1.00,,12.43,,10.51
ghettoes,ghettoes,0.08,Noun,8,5,2,ghetto,,,10.15,1.00,,12.43,,10.51
ghettos,ghettos,0.22,Noun,7,5,2,ghetto,,,10.15,1.00,,12.43,,10.51
ghost,ghost,36.59,Noun,5,4,1,ghost,5.06,1.00,5.06,1.00,,4.47,4.93,
ghosting,ghosting,0.08,Verb,8,6,2,ghost,,,5.06,1.00,,4.47,4.93,
ghostlike,ghostlike,0.02,Adjective,9,7,2,ghostlike,9.47,1.00,9.47,1.00,,,,
ghostly,ghostly,0.98,Adjective,7,6,2,ghostly,8.17,1.00,8.17,1.00,,,,
ghosts,ghosts,14.08,Noun,6,5,1,ghost,,,5.06,1.00,,4.47,4.93,
ghostwrite,ghostwrite,0.02,Noun,10,7,2,ghostwrite,12.18,0.85,12.18,0.85,,,,
ghostwriter,ghostwriter,0.06,Noun,11,8,3,ghostwriter,12.11,1.00,12.11,1.00,,,,
ghoul,ghoul,1.02,Noun,5,3,1,ghoul,9.59,0.94,9.59,0.94,,,9.96,
ghoulish,ghoulish,0.24,Adjective,8,5,2,ghoulish,11.31,0.89,11.31,0.89,,,,
ghouls,ghouls,0.92,Noun,6,4,1,ghoul,,,9.59,0.94,,,9.96,
giant,giant,27.06,Adjective,5,5,2,giant,4.72,1.00,4.72,1.00,,5.26,,
giantess,giantess,0.06,Noun,8,7,3,giantess,11.94,0.84,11.94,0.84,,,,
giants,giants,4.37,Noun,6,6,2,giant,,,4.72,1.00,,5.26,,
gibber,gibber,0.04,Verb,6,5,2,gibber,11.70,0.53,11.70,0.53,,,,
gibbering,gibbering,0.33,Verb,9,7,3,gibber,,,11.70,0.53,,,,
gibberish,gibberish,1.86,Adjective,9,6,3,gibberish,8.79,1.00,8.79,1.00,,,,
gibbers,gibbers,0.08,Verb,7,6,2,gibber,,,11.70,0.53,,,,
gibbet,gibbet,0.04,Noun,6,5,2,gibbet,14.11,0.45,14.11,0.45,,,,
gibbeting,gibbeting,0.02,Verb,9,7,3,gibbet,,,14.11,0.45,,,,
gibe,gibe,0.04,Noun,4,3,1,gibe,13.33,0.50,13.33,0.50,,,,
gibes,gibes,0.06,Noun,5,4,1,gibe,,,13.33,0.50,,,,
giblet,giblet,0.10,Noun,6,6,2,giblet,11.72,0.95,11.72,0.95,,,,
giblets,giblets,0.27,Noun,7,7,2,giblet,,,11.72,0.95,,,,
giddiness,giddiness,0.08,Noun,9,7,3,giddiness,11.62,0.84,11.62,0.84,,,,
giddy,giddy,1.78,Adjective,5,4,2,giddy,9.74,1.00,9.74,1.00,,,,9.85
gift,gift,64.51,Noun,4,4,1,gift,5.05,1.00,5.05,1.00,,5.24,4.79,
gifted,gifted,4.49,Adjective,6,6,2,gifted,7.94,1.00,7.94,1.00,,,,
gifts,gifts,14.35,Noun,5,5,1,gift,,,5.05,1.00,,5.24,4.79,
gig,gig,11.20,Noun,3,3,1,gig,10.56,1.00,10.56,1.00,,11.07,9.81,
gigabyte,gigabyte,0.02,Noun,8,7,3,gigabyte,12.05,1.00,12.05,1.00,,,,
gigabytes,gigabytes,0.16,Noun,9,8,3,gigabyte,,,12.05,1.00,,,,
gigahertz,gigahertz,0.16,Noun,9,9,3,gigahertz,15.05,0.95,15.05,0.95,,,,
gigantic,gigantic,3.73,Adjective,8,8,3,gigantic,6.64,1.00,6.64,1.00,,,,
gigantism,gigantism,0.04,Noun,9,10,4,gigantism,12.37,1.00,12.37,1.00,,,,
gigged,gigged,0.04,Verb,6,4,1,gig,,,10.56,1.00,,11.07,9.81,
giggle,giggle,1.71,Verb,6,5,2,giggle,5.48,1.00,5.48,1.00,5.48,,,5.08
giggled,giggled,0.22,Verb,7,6,2,giggle,,,5.48,1.00,5.48,,,5.08
giggler,giggler,0.08,Noun,7,6,3,giggler,7.69,0.89,7.69,0.89,,,,
gigglers,gigglers,0.02,Noun,8,7,3,giggler,,,7.69,0.89,,,,
giggles,giggles,3.33,Noun,7,6,2,giggle,,,5.48,1.00,5.48,,,5.08
giggling,giggling,4.10,Verb,8,7,3,giggle,,,5.48,1.00,5.48,,,5.08
gigolo,gigolo,1.63,Noun,6,6,3,gigolo,13.94,0.89,13.94,0.89,,,,
gigolos,gigolos,0.33,Noun,7,7,3,gigolo,,,13.94,0.89,,,,
gigs,gigs,1.63,Noun,4,4,1,gig,,,10.56,1.00,,11.07,9.81,
gild,gild,0.08,Verb,4,4,1,gild,12.42,1.00,12.42,1.00,,,,
gilded,gilded,0.69,Adjective,6,6,2,gilded,13.24,0.89,13.24,0.89,,,,
gilding,gilding,0.12,Verb,7,6,2,gild,,,12.42,1.00,,,,
gill,gill,1.71,Name,4,3,1,gill,7.39,1.00,7.39,1.00,,,7.65,
gills,gills,1.20,Noun,5,4,1,gill,,,7.39,1.00,,,7.65,
gilt,gilt,0.18,Noun,4,4,1,gilt,11.56,0.84,11.56,0.84,,10.26,11.78,
gilts,gilts,0.02,Noun,5,5,1,gilt,,,11.56,0.84,,10.26,11.78,
gimcrack,gimcrack,0.02,Noun,8,7,2,gimcrack,13.50,0.22,13.50,0.22,,,,
gimcracks,gimcracks,0.06,Noun,9,8,2,gimcrack,,,13.50,0.22,,,,
gimlet,gimlet,0.16,Noun,6,6,2,gimlet,13.50,0.78,13.50,0.78,,,,
gimlets,gimlets,0.10,Noun,7,7,2,gimlet,,,13.50,0.78,,,,
gimmick,gimmick,1.08,Noun,7,5,2,gimmick,11.89,1.00,11.89,1.00,,,,11.49
gimmicks,gimmicks,0.49,Noun,8,6,2,gimmick,,,11.89,1.00,,,,11.49
gimmicky,gimmicky,0.08,Adjective,8,6,3,gimmicky,10.94,0.94,10.94,0.94,,,,
gimp,gimp,0.94,Noun,4,4,1,gimp,11.89,1.00,11.89,1.00,,,,
gimped,gimped,0.02,Verb,6,5,1,gimp,,,11.89,1.00,,,,
gimps,gimps,0.08,Noun,5,5,1,gimp,,,11.89,1.00,,,,
gimpy,gimpy,0.37,Adjective,5,5,2,gimpy,13.47,0.90,13.47,0.90,,,,
gin,gin,11.27,Noun,3,3,1,gin,12.06,0.95,12.06,0.95,,,11.70,
ginger,ginger,6.41,Adjective,6,5,2,ginger,8.05,1.00,8.05,1.00,6.57,,,8.20
gingerbread,gingerbread,0.65,Noun,11,9,3,gingerbread,6.00,1.00,6.00,1.00,,6.09,,
gingerroot,gingerroot,0.02,Noun,10,8,3,gingerroot,13.53,0.89,13.53,0.89,,,,
gingersnap,gingersnap,0.02,Noun,10,9,3,gingersnap,9.11,1.00,9.11,1.00,,,,
gingersnaps,gingersnaps,0.02,Noun,11,10,3,gingersnap,,,9.11,1.00,,,,
gingham,gingham,0.18,Noun,7,5,2,gingham,12.12,0.80,12.12,0.80,,,,
gingivitis,gingivitis,0.20,Noun,10,10,4,gingivitis,12.33,1.00,12.33,1.00,,,,
gingko,gingko,0.24,Unclassified,6,5,2,ginkgo,,,14.21,0.70,,,,
gink,gink,0.10,Noun,4,4,1,gink,13.60,0.28,13.60,0.28,,,,
ginkgo,ginkgo,0.18,Noun,6,5,2,ginkgo,14.21,0.70,14.21,0.70,,,,
ginks,ginks,0.04,Noun,5,5,1,gink,,,13.60,0.28,,,,
ginned,ginned,0.08,Verb,6,4,1,gin,,,12.06,0.95,,,11.70,
ginning,ginning,0.04,Verb,7,5,2,gin,,,12.06,0.95,,,11.70,
gins,gins,0.14,Noun,4,4,1,gin,,,12.06,0.95,,,11.70,
ginseng,ginseng,0.39,Noun,7,6,2,ginseng,14.32,1.00,14.32,1.00,,,,
gipsy,gipsy,0.16,Noun,5,5,2,gipsy,10.40,0.83,10.40,0.83,,,,
giraffe,giraffe,1.49,Noun,7,4,2,giraffe,5.00,1.00,5.00,1.00,6.27,,,4.54
giraffes,giraffes,0.61,Noun,8,5,2,giraffe,,,5.00,1.00,6.27,,,4.54
gird,gird,0.14,Verb,4,3,1,gird,12.83,0.57,12.83,0.57,,,,
girded,girded,0.08,Verb,6,5,2,gird,,,12.83,0.57,,,,
girder,girder,0.39,Noun,6,4,2,girder,12.00,0.80,12.00,0.80,,,,
girders,girders,0.14,Noun,7,5,2,girder,,,12.00,0.80,,,,
girdle,girdle,1.55,Noun,6,5,2,girdle,10.22,1.00,10.22,1.00,,,,12.01
girdles,girdles,0.20,Noun,7,6,2,girdle,,,10.22,1.00,,,,12.01
girl,girl,557.12,Noun,4,3,1,girl,4.00,1.00,4.00,1.00,,3.88,3.25,
girlfriend,girlfriend,76.10,Noun,10,8,2,girlfriend,6.26,1.00,6.26,1.00,,,,
girlfriends,girlfriends,8.10,Noun,11,9,2,girlfriend,,,6.26,1.00,,,,
girlhood,girlhood,0.06,Noun,8,6,2,girlhood,9.47,1.00,9.47,1.00,,,,
girlie,girlie,3.12,Noun,6,4,2,girlie,7.32,0.95,7.32,0.95,,,,
girlies,girlies,0.35,Noun,7,5,2,girlie,,,7.32,0.95,,,,
girlish,girlish,0.45,Adjective,7,5,2,girlish,8.06,1.00,8.06,1.00,,,,
girlishness,girlishness,0.02,Noun,11,8,3,girlishness,10.21,1.00,10.21,1.00,,,,
girls,girls,208.35,Noun,5,4,1,girl,,,4.00,1.00,,3.88,3.25,
girly,girly,1.33,Adjective,5,4,2,girly,6.81,1.00,6.81,1.00,,,,
girt,girt,0.04,Verb,4,3,1,gird,,,12.83,0.57,,,,
girth,girth,0.43,Noun,5,3,1,girth,10.94,0.94,10.94,0.94,,,11.26,
gismo,gismo,0.24,Noun,5,5,2,gizmo,,,9.11,0.95,,,,11.09
gismos,gismos,0.02,Noun,6,6,2,gizmo,,,9.11,0.95,,,,11.09
gist,gist,1.10,Noun,4,4,1,gist,11.30,1.00,11.30,1.00,,,11.55,
give,give,1167.82,Verb,4,3,1,give,4.28,1.00,4.28,1.00,4.68,,3.82,
giveaway,giveaway,0.78,Noun,8,6,3,giveaway,10.24,1.00,10.24,1.00,,,,
giveaways,giveaways,0.08,Noun,9,7,3,giveaway,,,10.24,1.00,,,,
